Username,Last name,First name,Email address,Status,Started,Completed,Duration,Grade/100.00,Question 1,Response 1,Right answer 1
id_22679892,Parsons,James,j.parsons@student.example.com,Finished,20 July 2025  11:08 AM,20 July 2025  11:25 AM,17 mins 3 secs,100.0,"   Variable 1: \({3,542}\)   Variable 1 per household: \({5}\)  Variable 3: \({746}\)   Variable 4: \({4.9}\)  Variable 5: \({2.5}\)            ",Seed: 400997; ans1: 597 [score]; ans2: 58315 [score]; ans3: 111445 [score]; ans4: 29753 [score]; ans5: 1984 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-F | prt2-4-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-F | prt4-4-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 400997; ans1: 596.8 [score]; ans2: 20715.9 [score]; ans3: 73845.9 [score]; ans4: 10569.3 [score]; ans5: 704.6 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_15267530,Bishop,Trevor,t.bishop@student.example.com,Finished,20 July 2025  11:47 AM,22 July 2025  5:43 PM,2 days 5 hours,80.0,"   Variable 1: \({5,498}\)   Variable 1 per household: \({4}\)  Variable 3: \({781}\)   Variable 4: \({1.2}\)  Variable 5: \({0.92}\)            ",Seed: 731694; ans1: 624.8 [score]; ans2: 8244.4 [score]; ans3: 90714.4 [score]; ans4: 1580.7 [score]; ans5: 105.4 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 0 | prt4-1-F | prt4-2-F | prt4-3-F | prt4-4-F; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 731694; ans1: 624.8 [score]; ans2: 8244.4 [score]; ans3: 90714.4 [score]; ans4: 6320.7 [score]; ans5: 421.4 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_95111967,Barber,Keith,k.barber@student.example.com,Finished,20 July 2025  1:12 PM,20 July 2025  1:17 PM,4 mins 22 secs,80.0,"   Variable 1: \({8,371}\)   Variable 1 per household: \({5}\)  Variable 3: \({598}\)   Variable 4: \({4.8}\)  Variable 5: \({3.08}\)            ",Seed: 327958; ans1: 478.4 [score]; ans2: 8035.2 [score]; ans3: 125565 [score]; ans4: 5156.9 [score]; ans5: 343.8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 327958; ans1: 478.4 [score]; ans2: 38445.0 [score]; ans3: 164010.0 [score]; ans4: 24668.9 [score]; ans5: 1644.6 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_38828630,Martin,Robert,r.martin@student.example.com,Finished,20 July 2025  1:35 PM,23 July 2025  8:47 AM,2 days 19 hours,100.0,"   Variable 1: \({5,087}\)   Variable 1 per household: \({6}\)  Variable 3: \({500}\)   Variable 4: \({4.1}\)  Variable 5: \({1.44}\)            ",Seed: 282406; ans1: 400 [score]; ans2: 3476.8 [score]; ans3: 79781.8 [score]; ans4: 1221.1 [score]; ans5: 81.4 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 282406; ans1: 400 [score]; ans2: 16685.4 [score]; ans3: 92990.4 [score]; ans4: 5860.2 [score]; ans5: 390.7 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_89312830,James,Eric,e.james@student.example.com,Finished,20 July 2025  1:36 PM,20 July 2025  1:54 PM,18 mins 18 secs,60.0,"   Variable 1: \({3,949}\)   Variable 1 per household: \({3}\)  Variable 3: \({509}\)   Variable 4: \({3.9}\)  Variable 5: \({0.88}\)            ",Seed: 746013; ans1: 407.2 [score]; ans2: 5547.2 [score]; ans3: 64782.2 [score]; ans4: 8.9 [score]; ans5: 0.6 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 0 | prt2-1-F | prt2-2-F | prt2-3-F | prt2-4-F; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 0 | prt4-1-F | prt4-2-F | prt4-3-F | prt4-4-F; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 746013; ans1: 407.2 [score]; ans2: 12542.7 [score]; ans3: 71777.7 [score]; ans4: 2830.1 [score]; ans5: 188.7 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_93135410,Lee,Destiny,d.lee@student.example.com,Finished,20 July 2025  2:09 PM,23 July 2025  5:00 PM,3 days 2 hours,60.0,"   Variable 1: \({3,819}\)   Variable 1 per household: \({6}\)  Variable 3: \({704}\)   Variable 4: \({4.2}\)  Variable 5: \({3.64}\)            ",Seed: 210108; ans1: 563.2 [score]; ans2: 53877.0 [score]; ans3: 111162.0 [score]; ans4: 46689.2  [score]; ans5: 3112.6 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 0 | prt2-1-F | prt2-2-F | prt2-3-F | prt2-4-F; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 0 | prt4-1-F | prt4-2-F | prt4-3-F | prt4-4-F; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 210108; ans1: 563.2 [score]; ans2: 18067.2 [score]; ans3: 75352.2 [score]; ans4: 15658.3 [score]; ans5: 1043.9 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_57009638,Ramos,Shaun,s.ramos@student.example.com,Finished,20 July 2025  3:43 PM,20 July 2025  4:10 PM,27 mins 14 secs,100.0,"   Variable 1: \({5,409}\)   Variable 1 per household: \({3}\)  Variable 3: \({789}\)   Variable 4: \({4.0}\)  Variable 5: \({2.69}\)            ",Seed: 672642; ans1: 631.2 [score]; ans2: 7212.0 [score]; ans3: 88347.0 [score]; ans4: 4850.1 [score]; ans5: 323.3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 672642; ans1: 631.2 [score]; ans2: 27313.3 [score]; ans3: 108448.3 [score]; ans4: 18368.2 [score]; ans5: 1224.5 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_99473565,Williams,Monica,m.williams@student.example.com,Finished,20 July 2025  4:07 PM,20 July 2025  4:16 PM,8 mins 16 secs,100.0,"   Variable 1: \({2,949}\)   Variable 1 per household: \({6}\)  Variable 3: \({688}\)   Variable 4: \({0.9}\)  Variable 5: \({0.89}\)            ",Seed: 445836; ans1: 550.4 [score]; ans2: 442.4 [score]; ans3: 44677.4 [score]; ans4: 437.4 [score]; ans5: 29.2 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 445836; ans1: 550.4 [score]; ans2: 2921.6 [score]; ans3: 47156.6 [score]; ans4: 2889.2 [score]; ans5: 192.6 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_85432856,Whitehead,Alexander,a.whitehead@student.example.com,Finished,20 July 2025  4:44 PM,20 July 2025  4:47 PM,3 mins 33 secs,100.0,"   Variable 1: \({7,588}\)   Variable 1 per household: \({4}\)  Variable 3: \({715}\)   Variable 4: \({4.5}\)  Variable 5: \({0.83}\)            ",Seed: 132955; ans1: 572.0 [score]; ans2: 8536.5 [score]; ans3: 122356.5 [score]; ans4: 1574.5 [score]; ans5: 105.0 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 132955; ans1: 572 [score]; ans2: 39063.0 [score]; ans3: 152883.0 [score]; ans4: 7205.0 [score]; ans5: 480.3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_83845735,Smith,Tracy,t.smith@student.example.com,Finished,20 July 2025  4:58 PM,20 July 2025  5:05 PM,6 mins 44 secs,100.0,"   Variable 1: \({8,889}\)   Variable 1 per household: \({5}\)  Variable 3: \({658}\)   Variable 4: \({4.2}\)  Variable 5: \({1.83}\)            ",Seed: 110935; ans1: 526.4 [score]; ans2: 7467.6 [score]; ans3: 140802.6 [score]; ans4: 3253.74 [score]; ans5: 216.9 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 110935; ans1: 526.4 [score]; ans2: 39305.0 [score]; ans3: 172640.0 [score]; ans4: 17125.8 [score]; ans5: 1141.7 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_31477701,Morrison,Jordan,j.morrison@student.example.com,Finished,20 July 2025  6:20 PM,23 July 2025  5:00 PM,2 days 22 hours,80.0,"   Variable 1: \({8,237}\)   Variable 1 per household: \({6}\)  Variable 3: \({511}\)   Variable 4: \({1.3}\)  Variable 5: \({2.82}\)            ",Seed: 391128; ans1: 408.8 [score]; ans2: 1784.9 [score]; ans3: 1255339.9 [score]; ans4: 3873.9 [score]; ans5: 258.3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 391128; ans1: 408.8 [score]; ans2: 8754.9 [score]; ans3: 132309.9 [score]; ans4: 18991.5 [score]; ans5: 1266.1 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_51928739,Richardson,Richard,r.richardson@student.example.com,Finished,20 July 2025  6:28 PM,20 July 2025  6:43 PM,15 mins 2 secs,100.0,"   Variable 1: \({5,222}\)   Variable 1 per household: \({4}\)  Variable 3: \({549}\)   Variable 4: \({4.1}\)  Variable 5: \({1.68}\)            ",Seed: 529200; ans1: 439.2 [score]; ans2: 5354.6 [score]; ans3: 83684.6 [score]; ans4: 2194.1 [score]; ans5: 146.3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 529200; ans1: 439.2 [score]; ans2: 18806.7 [score]; ans3: 97136.7 [score]; ans4: 7706.2 [score]; ans5: 513.7 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_67127448,Thompson,Anne,a.thompson@student.example.com,Finished,20 July 2025  7:01 PM,20 July 2025  9:43 PM,2 hours 41 mins,100.0,"   Variable 1: \({3,793}\)   Variable 1 per household: \({6}\)  Variable 3: \({517}\)   Variable 4: \({2.6}\)  Variable 5: \({2.66}\)            ",Seed: 329534; ans1: 413.6 [score]; ans2: 1645.8 [score]; ans3: 58540.8 [score]; ans4: 1683.8 [score]; ans5: 112.3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 329534; ans1: 413.6 [score]; ans2: 8157.7 [score]; ans3: 65052.7 [score]; ans4: 8345.9 [score]; ans5: 556.4 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_19619727,Cardenas,Elizabeth,e.cardenas@student.example.com,Finished,20 July 2025  7:18 PM,23 July 2025  4:00 PM,2 days 20 hours,100.0,"   Variable 1: \({2,510}\)   Variable 1 per household: \({6}\)  Variable 3: \({561}\)   Variable 4: \({0.7}\)  Variable 5: \({0.78}\)            ",Seed: 182900; ans1: 448.8 [score]; ans2: 292.8 [score]; ans3: 37942.8 [score]; ans4: 326.3 [score]; ans5: 21.8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 182900; ans1: 448.8 [score]; ans2: 1577.1 [score]; ans3: 39227.1 [score]; ans4: 1757.3 [score]; ans5: 117.2 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_87923109,Castaneda,Lauren,l.castaneda@student.example.com,Finished,20 July 2025  7:21 PM,20 July 2025  7:26 PM,4 mins 54 secs,100.0,"   Variable 1: \({1,537}\)   Variable 1 per household: \({6}\)  Variable 3: \({629}\)   Variable 4: \({2.0}\)  Variable 5: \({0.92}\)            ",Seed: 613483; ans1: 503.2 [score]; ans2: 512 [score]; ans3: 23567 [score]; ans4: 235.5 [score]; ans5: 15.7 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 613483; ans1: 503.2 [score]; ans2: 3093.7 [score]; ans3: 26148.7 [score]; ans4: 1423.1 [score]; ans5: 94.9 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_51713999,Rivera,Tyler,t.rivera@student.example.com,Finished,20 July 2025  7:44 PM,23 July 2025  10:46 AM,2 days 15 hours,100.0,"   Variable 1: \({8,450}\)   Variable 1 per household: \({4}\)  Variable 3: \({661}\)   Variable 4: \({2.4}\)  Variable 5: \({2.68}\)            ",Seed: 314695; ans1: 528.8 [score]; ans2: 5071.2 [score]; ans3: 131821.2 [score]; ans4: 5662.8 [score]; ans5: 377.5 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 314695; ans1: 528.8 [score]; ans2: 21448.1 [score]; ans3: 148198.1 [score]; ans4: 23950.4 [score]; ans5: 1596.7 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_73505798,Baker,Leslie,l.baker@student.example.com,Finished,20 July 2025  11:13 PM,23 July 2025  5:00 PM,2 days 17 hours,100.0,"   Variable 1: \({4,842}\)   Variable 1 per household: \({3}\)  Variable 3: \({755}\)   Variable 4: \({1.3}\)  Variable 5: \({0.96}\)            ",Seed: 483999; ans1: 604 [score]; ans2: 2098.2 [score]; ans3: 74728.2 [score]; ans4: 1549.4 [score]; ans5: 103.3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 483999; ans1: 604 [score]; ans2: 7603.9 [score]; ans3: 80233.9 [score]; ans4: 5615.2 [score]; ans5: 374.3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_91392178,Nicholson,Elizabeth,e.nicholson@student.example.com,Finished,21 July 2025  9:24 AM,22 July 2025  9:30 PM,1 day 12 hours,100.0,"   Variable 1: \({4,662}\)   Variable 1 per household: \({3}\)  Variable 3: \({580}\)   Variable 4: \({4.1}\)  Variable 5: \({1.88}\)            ",Seed: 782105; ans1: 464 [score]; ans2: 6371.4 [score]; ans3: 76301.4 [score]; ans4: 2921.5 [score]; ans5: 194.8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 782105; ans1: 464 [score]; ans2: 17738.0 [score]; ans3: 87668.0 [score]; ans4: 8133.5 [score]; ans5: 542.2 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_70550596,Williams,Christopher,c.williams@student.example.com,Finished,21 July 2025  11:48 AM,21 July 2025  11:50 AM,1 min 57 secs,100.0,"   Variable 1: \({4,010}\)   Variable 1 per household: \({4}\)  Variable 3: \({597}\)   Variable 4: \({3.1}\)  Variable 5: \({1.49}\)            ",Seed: 999864; ans1: 477.6 [score]; ans2: 3109.3 [score]; ans3: 63259.3 [score]; ans4: 1494.5 [score]; ans5: 99.6 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 999864; ans1: 477.6 [score]; ans2: 11874.1 [score]; ans3: 72024.1 [score]; ans4: 5707.2 [score]; ans5: 380.5 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_33973990,Whitney,Patricia,p.whitney@student.example.com,Finished,21 July 2025  11:54 AM,21 July 2025  2:43 PM,2 hours 49 mins,100.0,"   Variable 1: \({4,351}\)   Variable 1 per household: \({3}\)  Variable 3: \({766}\)   Variable 4: \({4.1}\)  Variable 5: \({0.64}\)            ",Seed: 570452; ans1: 612.8 [score]; ans2: 5945.0 [score]; ans3: 71210.0 [score]; ans4: 928.0 [score]; ans5: 61.9 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 570452; ans1: 612.8 [score]; ans2: 21863.6 [score]; ans3: 87128.6 [score]; ans4: 3412.9 [score]; ans5: 227.5 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_31003222,Rodriguez,Ashley,a.rodriguez@student.example.com,Finished,21 July 2025  11:55 AM,21 July 2025  12:05 PM,9 mins 36 secs,100.0,"   Variable 1: \({9,479}\)   Variable 1 per household: \({3}\)  Variable 3: \({595}\)   Variable 4: \({3.2}\)  Variable 5: \({2.86}\)            ",Seed: 882073; ans1: 476 [score]; ans2: 28876.8 [score]; ans3: 171061.8 [score]; ans4: 25808.7 [score]; ans5: 1720.6 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T,Seed: 882073; ans1: 476 [score]; ans2: 28876.8 [score]; ans3: 171061.8 [score]; ans4: 25808.7 [score]; ans5: 1720.6 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_40739258,Galloway,Mallory,m.galloway@student.example.com,Finished,21 July 2025  12:09 PM,21 July 2025  12:19 PM,9 mins 37 secs,100.0,"   Variable 1: \({2,256}\)   Variable 1 per household: \({3}\)  Variable 3: \({613}\)   Variable 4: \({4.6}\)  Variable 5: \({1.5}\)            ",Seed: 814512; ans1: 490.4 [score]; ans2: 3459.2 [score]; ans3: 37299.2 [score]; ans4: 1128.0 [score]; ans5: 75.2 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 814512; ans1: 490.4 [score]; ans2: 10178.4 [score]; ans3: 44018.4 [score]; ans4: 3319.0 [score]; ans5: 221.3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_47915105,Moore,Michelle,m.moore@student.example.com,Finished,21 July 2025  1:43 PM,22 July 2025  9:52 PM,1 day 8 hours,100.0,"   Variable 1: \({6,553}\)   Variable 1 per household: \({5}\)  Variable 3: \({744}\)   Variable 4: \({1.7}\)  Variable 5: \({2.74}\)            ",Seed: 972620; ans1: 595.2 [score]; ans2: 2228.7 [score]; ans3: 100523.7 [score]; ans4: 3592.1 [score]; ans5: 239.5 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 972620; ans1: 595.2 [score]; ans2: 13261.2 [score]; ans3: 111556.2 [score]; ans4: 21373.9 [score]; ans5: 1424.9 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_22624592,Smith,Jon,j.smith@student.example.com,Finished,21 July 2025  2:54 PM,21 July 2025  3:06 PM,11 mins 28 secs,100.0,"   Variable 1: \({4,250}\)   Variable 1 per household: \({4}\)  Variable 3: \({517}\)   Variable 4: \({4.4}\)  Variable 5: \({3.17}\)            ",Seed: 408696; ans1: 413.6 [score]; ans2: 4675.0 [score]; ans3: 68425.0 [score]; ans4: 3368.1 [score]; ans5: 224.5 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 408696; ans1: 413.6 [score]; ans2: 15468.6 [score]; ans3: 79218.6 [score]; ans4: 11144.5 [score]; ans5: 743.0 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_27881126,Coleman,Olivia,o.coleman@student.example.com,Finished,21 July 2025  3:09 PM,21 July 2025  3:17 PM,8 mins 2 secs,100.0,"   Variable 1: \({7,129}\)   Variable 1 per household: \({4}\)  Variable 3: \({771}\)   Variable 4: \({3.3}\)  Variable 5: \({1.87}\)            ",Seed: 503269; ans1: 616.8 [score]; ans2: 5881.4 [score]; ans3: 112816.4 [score]; ans4: 3332.8 [score]; ans5: 222.2 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 503269; ans1: 616.8 [score]; ans2: 29021.3 [score]; ans3: 135956.3 [score]; ans4: 16445.4 [score]; ans5: 1096.4 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_33071753,Thomas,David,d.thomas@student.example.com,Finished,21 July 2025  3:40 PM,21 July 2025  3:42 PM,1 min 56 secs,100.0,"   Variable 1: \({6,162}\)   Variable 1 per household: \({3}\)  Variable 3: \({637}\)   Variable 4: \({3.1}\)  Variable 5: \({3.69}\)            ",Seed: 77903; ans1: 509.6 [score]; ans2: 6367.4 [score]; ans3: 98797.4 [score]; ans4: 7579.3 [score]; ans5: 505.3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 77903; ans1: 509.6 [score]; ans2: 19469.0 [score]; ans3: 111899.0 [score]; ans4: 23174.3 [score]; ans5: 1545.0 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
