Username,Last name,First name,Email address,Status,Started,Completed,Duration,Grade/100.00,Question 1,Response 1,Right answer 1
id_87908511,Hart,Brandon,b.hart@student.example.com,Finished,20 June 2025  5:01 PM,21 June 2025  11:08 PM,1 day 6 hours,100.0,Variable 1: \({2000}\) ; Variable 2: \({192}\) ; Variable 3: \({7}\) ; Variable 4: \({109}\) ;   ,Seed: 753679; ans1: 27 [score]; ans2: 43 [score]; ans3: 40 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 753679; ans1: 27 [score]; ans2: 44 [score]; ans3: 40 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_92849443,Castillo,Laura,l.castillo@student.example.com,Finished,22 June 2025  11:41 PM,25 June 2025  2:35 PM,2 days 14 hours,100.0,Variable 1: \({1800}\) ; Variable 2: \({73}\) ; Variable 3: \({7}\) ; Variable 4: \({62}\) ;   ,Seed: 912803; ans1: 10 [score]; ans2: 14 [score]; ans3: 23 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 912803; ans1: 10 [score]; ans2: 15 [score]; ans3: 23 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_13686262,Knapp,Sharon,s.knapp@student.example.com,Finished,23 June 2025  12:02 AM,23 June 2025  12:03 AM,1 min 5 secs,100.0,Variable 1: \({2600}\) ; Variable 2: \({130}\) ; Variable 3: \({5}\) ; Variable 4: \({115}\) ;   ,Seed: 311565; ans1: 26 [score]; ans2: 54 [score]; ans3: 42 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 311565; ans1: 26 [score]; ans2: 54 [score]; ans3: 42 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_20938170,Morris,Alexander,a.morris@student.example.com,Finished,23 June 2025  7:16 AM,24 June 2025  10:59 PM,1 day 15 hours,100.0,Variable 1: \({1400}\) ; Variable 2: \({54}\) ; Variable 3: \({4}\) ; Variable 4: \({80}\) ;   ,Seed: 888635; ans1: 13 [score]; ans2: 14 [score]; ans3: 29 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 888635; ans1: 14 [score]; ans2: 15 [score]; ans3: 29 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_91720477,Johnson,Stacey,s.johnson@student.example.com,Finished,23 June 2025  9:51 AM,23 June 2025  10:04 AM,13 mins 2 secs,100.0,Variable 1: \({2000}\) ; Variable 2: \({87}\) ; Variable 3: \({4}\) ; Variable 4: \({46}\) ;   ,Seed: 812326; ans1: 22 [score]; ans2: 35 [score]; ans3: 17 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 812326; ans1: 22 [score]; ans2: 35 [score]; ans3: 17 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_25785041,Mcknight,Jonathan,j.mcknight@student.example.com,Finished,23 June 2025  9:54 AM,23 June 2025  5:38 PM,7 hours 43 mins,100.0,Variable 1: \({1400}\) ; Variable 2: \({160}\) ; Variable 3: \({5}\) ; Variable 4: \({40}\) ;   ,Seed: 70764; ans1: 32 [score]; ans2: 36 [score]; ans3: 15 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 70764; ans1: 32 [score]; ans2: 36 [score]; ans3: 15 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_86740567,Flores,Kellie,k.flores@student.example.com,Finished,23 June 2025  10:10 AM,23 June 2025  12:27 PM,2 hours 17 mins,100.0,Variable 1: \({1800}\) ; Variable 2: \({134}\) ; Variable 3: \({6}\) ; Variable 4: \({100}\) ;   ,Seed: 191437; ans1: 22 [score]; ans2: 32 [score]; ans3: 37 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 191437; ans1: 22 [score]; ans2: 32 [score]; ans3: 36 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_85432856,Whitehead,Alexander,a.whitehead@student.example.com,Finished,23 June 2025  10:15 AM,23 June 2025  10:21 AM,5 mins 55 secs,100.0,Variable 1: \({1200}\) ; Variable 2: \({67}\) ; Variable 3: \({3}\) ; Variable 4: \({44}\) ;   ,Seed: 689464; ans1: 22 [score]; ans2: 21 [score]; ans3: 16 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 689464; ans1: 22 [score]; ans2: 21 [score]; ans3: 16 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_88215426,Parker,Brian,b.parker@student.example.com,Finished,23 June 2025  11:34 AM,23 June 2025  11:49 AM,15 mins 16 secs,100.0,Variable 1: \({2600}\) ; Variable 2: \({64}\) ; Variable 3: \({7}\) ; Variable 4: \({44}\) ;   ,Seed: 294359; ans1: 9 [score]; ans2: 19 [score]; ans3: 16 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 294359; ans1: 9 [score]; ans2: 19 [score]; ans3: 16 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_33973990,Whitney,Patricia,p.whitney@student.example.com,Finished,23 June 2025  11:34 AM,23 June 2025  4:58 PM,5 hours 23 mins,100.0,Variable 1: \({2200}\) ; Variable 2: \({132}\) ; Variable 3: \({6}\) ; Variable 4: \({70}\) ;   ,Seed: 340634; ans1: 22 [score]; ans2: 39 [score]; ans3: 26 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 340634; ans1: 22 [score]; ans2: 39 [score]; ans3: 26 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_43110593,Oliver,Denise,d.oliver@student.example.com,Finished,23 June 2025  11:41 AM,23 June 2025  1:24 PM,1 hour 43 mins,100.0,Variable 1: \({2200}\) ; Variable 2: \({60}\) ; Variable 3: \({3}\) ; Variable 4: \({62}\) ;   ,Seed: 495196; ans1: 20 [score]; ans2: 35.2 [score]; ans3: 22.63 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 495196; ans1: 20 [score]; ans2: 35 [score]; ans3: 23 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_96412727,Palmer,Valerie,v.palmer@student.example.com,Finished,23 June 2025  12:08 PM,23 June 2025  6:16 PM,6 hours 8 mins,100.0,Variable 1: \({1400}\) ; Variable 2: \({88}\) ; Variable 3: \({3}\) ; Variable 4: \({80}\) ;   ,Seed: 881163; ans1: 29 [score]; ans2: 32 [score]; ans3: 29 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 881163; ans1: 29 [score]; ans2: 33 [score]; ans3: 29 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_40739258,Galloway,Mallory,m.galloway@student.example.com,Finished,23 June 2025  12:19 PM,23 June 2025  12:28 PM,8 mins 53 secs,100.0,Variable 1: \({2600}\) ; Variable 2: \({93}\) ; Variable 3: \({3}\) ; Variable 4: \({59}\) ;   ,Seed: 176055; ans1: 31 [score]; ans2: 64 [score]; ans3: 22 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 176055; ans1: 31 [score]; ans2: 64 [score]; ans3: 22 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_12774032,Nicholson,Michael,m.nicholson@student.example.com,Finished,23 June 2025  1:50 PM,23 June 2025  2:24 PM,33 mins 51 secs,100.0,Variable 1: \({1800}\) ; Variable 2: \({123}\) ; Variable 3: \({3}\) ; Variable 4: \({101}\) ;   ,Seed: 236899; ans1: 41 [score]; ans2: 59 [score]; ans3: 37 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 236899; ans1: 41 [score]; ans2: 59 [score]; ans3: 37 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_83845735,Smith,Tracy,t.smith@student.example.com,Finished,23 June 2025  1:53 PM,23 June 2025  2:01 PM,7 mins 36 secs,100.0,Variable 1: \({2200}\) ; Variable 2: \({189}\) ; Variable 3: \({3}\) ; Variable 4: \({27}\) ;   ,Seed: 933789; ans1: 63 [score]; ans2: 111 [score]; ans3: 10 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 933789; ans1: 63 [score]; ans2: 111 [score]; ans3: 10 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_19619727,Cardenas,Elizabeth,e.cardenas@student.example.com,Finished,23 June 2025  3:51 PM,23 June 2025  4:09 PM,17 mins 25 secs,100.0,Variable 1: \({2600}\) ; Variable 2: \({185}\) ; Variable 3: \({3}\) ; Variable 4: \({92}\) ;   ,Seed: 77436; ans1: 62 [score]; ans2: 128 [score]; ans3: 34 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 77436; ans1: 62 [score]; ans2: 128 [score]; ans3: 34 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_36189854,Johnson,Kevin,k.johnson@student.example.com,Finished,23 June 2025  4:47 PM,23 June 2025  4:54 PM,6 mins 52 secs,100.0,Variable 1: \({1200}\) ; Variable 2: \({165}\) ; Variable 3: \({7}\) ; Variable 4: \({85}\) ;   ,Seed: 324515; ans1: 24 [score]; ans2: 23 [score]; ans3: 31 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 324515; ans1: 24 [score]; ans2: 23 [score]; ans3: 31 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_68343740,Park,Thomas,t.park@student.example.com,Finished,23 June 2025  5:13 PM,25 June 2025  5:00 PM,1 day 23 hours,100.0,Variable 1: \({1600}\) ; Variable 2: \({177}\) ; Variable 3: \({4}\) ; Variable 4: \({36}\) ;   ,Seed: 29766; ans1: 44.25 [score]; ans2: 56.64 [score]; ans3: 13.14 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 29766; ans1: 44 [score]; ans2: 57 [score]; ans3: 13 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_91998703,Rodriguez,Kelly,k.rodriguez@student.example.com,Finished,23 June 2025  5:31 PM,23 June 2025  5:36 PM,4 mins 52 secs,100.0,Variable 1: \({1200}\) ; Variable 2: \({161}\) ; Variable 3: \({7}\) ; Variable 4: \({80}\) ;   ,Seed: 128571; ans1: 23 [score]; ans2: 22 [score]; ans3: 29 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 128571; ans1: 23 [score]; ans2: 22 [score]; ans3: 29 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_33071753,Thomas,David,d.thomas@student.example.com,Finished,23 June 2025  7:00 PM,23 June 2025  7:02 PM,1 min 46 secs,100.0,Variable 1: \({2400}\) ; Variable 2: \({64}\) ; Variable 3: \({3}\) ; Variable 4: \({118}\) ;   ,Seed: 312896; ans1: 21 [score]; ans2: 42 [score]; ans3: 43 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 312896; ans1: 21 [score]; ans2: 41 [score]; ans3: 43 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_96284148,Turner,Doris,d.turner@student.example.com,Finished,23 June 2025  7:01 PM,25 June 2025  10:38 AM,1 day 15 hours,100.0,Variable 1: \({800}\) ; Variable 2: \({93}\) ; Variable 3: \({6}\) ; Variable 4: \({44}\) ;   ,Seed: 81039; ans1: 16 [score]; ans2: 10 [score]; ans3: 16 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 81039; ans1: 16 [score]; ans2: 10 [score]; ans3: 16 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_19895015,Lin,Dawn,d.lin@student.example.com,Finished,23 June 2025  7:15 PM,23 June 2025  8:48 PM,1 hour 32 mins,100.0,Variable 1: \({1000}\) ; Variable 2: \({61}\) ; Variable 3: \({7}\) ; Variable 4: \({58}\) ;   ,Seed: 668555; ans1: 9 [score]; ans2: 7 [score]; ans3: 21 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 668555; ans1: 9 [score]; ans2: 7 [score]; ans3: 21 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_91076585,Adams,Robin,r.adams@student.example.com,Finished,23 June 2025  7:30 PM,23 June 2025  7:47 PM,17 mins,100.0,Variable 1: \({800}\) ; Variable 2: \({81}\) ; Variable 3: \({7}\) ; Variable 4: \({70}\) ;   ,Seed: 641089; ans1: 12 [score]; ans2: 7 [score]; ans3: 26 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 641089; ans1: 12 [score]; ans2: 7 [score]; ans3: 26 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_41514307,Fields,Nancy,n.fields@student.example.com,Finished,23 June 2025  8:03 PM,23 June 2025  8:49 PM,45 mins 44 secs,100.0,Variable 1: \({1800}\) ; Variable 2: \({157}\) ; Variable 3: \({3}\) ; Variable 4: \({114}\) ;   ,Seed: 516156; ans1: 52 [score]; ans2: 75 [score]; ans3: 42 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 516156; ans1: 52 [score]; ans2: 75 [score]; ans3: 42 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_70725250,Willis,Zachary,z.willis@student.example.com,Finished,23 June 2025  9:53 PM,25 June 2025  1:42 PM,1 day 15 hours,100.0,Variable 1: \({2400}\) ; Variable 2: \({88}\) ; Variable 3: \({4}\) ; Variable 4: \({79}\) ;   ,Seed: 90467; ans1: 22 [score]; ans2: 42 [score]; ans3: 29 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 90467; ans1: 22 [score]; ans2: 42 [score]; ans3: 29 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_60032499,Blackburn,Walter,w.blackburn@student.example.com,Finished,24 June 2025  8:17 AM,25 June 2025  9:57 AM,1 day 1 hour,100.0,Variable 1: \({1200}\) ; Variable 2: \({89}\) ; Variable 3: \({3}\) ; Variable 4: \({29}\) ;   ,Seed: 673568; ans1: 30 [score]; ans2: 28 [score]; ans3: 11 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 673568; ans1: 30 [score]; ans2: 28 [score]; ans3: 11 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_40869660,Brown,Micheal,m.brown@student.example.com,Finished,24 June 2025  8:56 AM,24 June 2025  9:05 AM,8 mins 28 secs,100.0,Variable 1: \({1800}\) ; Variable 2: \({91}\) ; Variable 3: \({4}\) ; Variable 4: \({91}\) ;   ,Seed: 422941; ans1: 23 [score]; ans2: 33 [score]; ans3: 33 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 422941; ans1: 23 [score]; ans2: 33 [score]; ans3: 33 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 0 | prt4-2-F
id_37150956,Dyer,William,w.dyer@student.example.com,Finished,24 June 2025  9:29 AM,24 June 2025  12:46 PM,3 hours 16 mins,100.0,Variable 1: \({1800}\) ; Variable 2: \({92}\) ; Variable 3: \({3}\) ; Variable 4: \({76}\) ;   ,Seed: 158154; ans1: 31 [score]; ans2: 45 [score]; ans3: 28 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 158154; ans1: 31 [score]; ans2: 44 [score]; ans3: 28 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_55113143,Williams,James,j.williams@student.example.com,Finished,24 June 2025  9:36 AM,25 June 2025  4:25 PM,1 day 6 hours,100.0,Variable 1: \({2400}\) ; Variable 2: \({142}\) ; Variable 3: \({3}\) ; Variable 4: \({72}\) ;   ,Seed: 472617; ans1: 47 [score]; ans2: 90 [score]; ans3: 26 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 472617; ans1: 47 [score]; ans2: 91 [score]; ans3: 26 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_22679892,Parsons,James,j.parsons@student.example.com,Finished,24 June 2025  10:06 AM,24 June 2025  10:24 AM,18 mins 34 secs,100.0,Variable 1: \({2600}\) ; Variable 2: \({156}\) ; Variable 3: \({5}\) ; Variable 4: \({44}\) ;   ,Seed: 508547; ans1: 31 [score]; ans2: 65 [score]; ans3: 16 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 508547; ans1: 31 [score]; ans2: 65 [score]; ans3: 16 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_14767862,Zuniga,Brianna,b.zuniga@student.example.com,Finished,24 June 2025  10:52 AM,24 June 2025  10:58 AM,5 mins 52 secs,100.0,Variable 1: \({1000}\) ; Variable 2: \({121}\) ; Variable 3: \({4}\) ; Variable 4: \({58}\) ;   ,Seed: 17889; ans1: 30.25 [score]; ans2: 24.2 [score]; ans3: 21.17 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 17889; ans1: 30 [score]; ans2: 24 [score]; ans3: 21 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_31003222,Rodriguez,Ashley,a.rodriguez@student.example.com,Finished,24 June 2025  12:13 PM,24 June 2025  12:18 PM,4 mins 57 secs,100.0,Variable 1: \({2600}\) ; Variable 2: \({94}\) ; Variable 3: \({5}\) ; Variable 4: \({38}\) ;   ,Seed: 265282; ans1: 19 [score]; ans2: 39 [score]; ans3: 14 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 265282; ans1: 19 [score]; ans2: 39 [score]; ans3: 14 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_67121924,Gardner,Jeremy,j.gardner@student.example.com,Finished,24 June 2025  1:20 PM,24 June 2025  1:27 PM,7 mins 20 secs,100.0,Variable 1: \({1400}\) ; Variable 2: \({185}\) ; Variable 3: \({7}\) ; Variable 4: \({59}\) ;   ,Seed: 521863; ans1: 26.429 [score]; ans2: 29.601 [score]; ans3: 21.535 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 521863; ans1: 26 [score]; ans2: 30 [score]; ans3: 22 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_70550596,Williams,Christopher,c.williams@student.example.com,Finished,24 June 2025  1:30 PM,24 June 2025  1:34 PM,3 mins 34 secs,100.0,Variable 1: \({1000}\) ; Variable 2: \({87}\) ; Variable 3: \({7}\) ; Variable 4: \({55}\) ;   ,Seed: 9467; ans1: 12 [score]; ans2: 10 [score]; ans3: 20 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 9467; ans1: 12 [score]; ans2: 10 [score]; ans3: 20 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_86406712,Miller,Heather,h.miller@student.example.com,Finished,24 June 2025  1:59 PM,24 June 2025  7:35 PM,5 hours 36 mins,100.0,Variable 1: \({1000}\) ; Variable 2: \({142}\) ; Variable 3: \({4}\) ; Variable 4: \({65}\) ;   ,Seed: 256828; ans1: 35.5 [score]; ans2: 28.4 [score]; ans3:  23.725 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 256828; ans1: 36 [score]; ans2: 28 [score]; ans3: 24 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
