Username,Last name,First name,Email address,Status,Started,Completed,Duration,Grade/100.00,Question 1,Response 1,Right answer 1,Question 2,Response 2,Right answer 2
id_91392178,Nicholson,Elizabeth,e.nicholson@student.example.com,Finished,28 July 2025  10:09 AM,28 July 2025  10:12 AM,3 mins 12 secs,100.0,"   \({\left[ \text{h6} , \text{a6} , \text{a2} , \text{a3} , \text{h1} , \text{h2} , \text{h3} , \text{a1} \right]}\)         ","Seed: 452310; ans1: ""{\""used\"":[[[\""a1\"",\""a3\"",\""a2\"",\""a6\""]],[[\""h3\"",\""h1\"",\""h2\"",\""h6\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 452310; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project A,True,True
id_62210219,Walters,Kathleen,k.walters@student.example.com,Finished,28 July 2025  11:37 AM,30 July 2025  9:04 AM,1 day 21 hours,100.0,"   \({\left[ \text{h7} , \text{h5} , \text{h6} , \text{a3} , \text{a7} , \text{a6} , \text{a5} , \text{h3} \right]}\)         ","Seed: 253625; ans1: ""{\""used\"":[[[\""a7\"",\""a5\"",\""a6\"",\""a3\""]],[[\""h7\"",\""h3\"",\""h5\"",\""h6\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 253625; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_99473565,Williams,Monica,m.williams@student.example.com,Finished,28 July 2025  12:12 PM,28 July 2025  12:18 PM,5 mins 46 secs,100.0,"   \({\left[ \text{h3} , \text{a6} , \text{a7} , \text{h7} , \text{a1} , \text{a3} , \text{h1} , \text{h6} \right]}\)         ","Seed: 695187; ans1: ""{\""used\"":[[[\""a6\"",\""a1\"",\""a3\"",\""a7\""]],[[\""h3\"",\""h7\"",\""h6\"",\""h1\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 695187; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project B,False,False
id_79975161,Anderson,John,j.anderson@student.example.com,Finished,28 July 2025  12:54 PM,28 July 2025  1:05 PM,10 mins 26 secs,100.0,"   \({\left[ \text{a3} , \text{h6} , \text{a5} , \text{h7} , \text{a7} , \text{h3} , \text{h5} , \text{a6} \right]}\)         ","Seed: 782487; ans1: ""{\""used\"":[[[\""a5\"",\""a7\"",\""a3\"",\""a6\""]],[[\""h3\"",\""h7\"",\""h5\"",\""h6\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 782487; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project A,True,True
id_85432856,Whitehead,Alexander,a.whitehead@student.example.com,Finished,28 July 2025  1:20 PM,28 July 2025  1:22 PM,2 mins 20 secs,93.75,"   \({\left[ \text{h2} , \text{a7} , \text{a3} , \text{h4} , \text{a2} , \text{h3} , \text{h7} , \text{a4} \right]}\)         ","Seed: 509603; ans1: ""{\""used\"":[[[\""a7\"",\""a3\"",\""h4\"",\""a4\"",\""a2\""]],[[\""h2\"",\""h3\"",\""h7\""]]],\""available\"":[]}"" [score]; prt1: # = 0.875 | prt1-1-T | prt1-5-F | prt1-6-T","Seed: 509603; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_25785041,Mcknight,Jonathan,j.mcknight@student.example.com,Finished,28 July 2025  1:31 PM,28 July 2025  1:33 PM,2 mins 28 secs,100.0,"   \({\left[ \text{a1} , \text{h2} , \text{a2} , \text{a3} , \text{h1} , \text{a4} , \text{h4} , \text{h3} \right]}\)         ","Seed: 705986; ans1: ""{\""used\"":[[[\""a1\"",\""a2\"",\""a4\"",\""a3\""]],[[\""h2\"",\""h1\"",\""h4\"",\""h3\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 705986; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project B,False,False
id_31003222,Rodriguez,Ashley,a.rodriguez@student.example.com,Finished,28 July 2025  2:16 PM,28 July 2025  2:18 PM,1 min 24 secs,100.0,"   \({\left[ \text{a4} , \text{a6} , \text{h1} , \text{h4} , \text{h5} , \text{a1} , \text{a5} , \text{h6} \right]}\)         ","Seed: 685938; ans1: ""{\""used\"":[[[\""a6\"",\""a4\"",\""a1\"",\""a5\""]],[[\""h4\"",\""h1\"",\""h6\"",\""h5\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 685938; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_56966959,Sanders,John,j.sanders@student.example.com,Finished,28 July 2025  3:25 PM,28 July 2025  3:28 PM,2 mins 52 secs,100.0,"   \({\left[ \text{a7} , \text{h5} , \text{a5} , \text{h7} , \text{h2} , \text{a2} , \text{h3} , \text{a3} \right]}\)         ","Seed: 915735; ans1: ""{\""used\"":[[[\""a7\"",\""a5\"",\""a2\"",\""a3\""]],[[\""h5\"",\""h7\"",\""h2\"",\""h3\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 915735; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project A,True,True
id_27881126,Coleman,Olivia,o.coleman@student.example.com,Finished,28 July 2025  3:27 PM,28 July 2025  3:32 PM,4 mins 44 secs,100.0,"   \({\left[ \text{a6} , \text{h5} , \text{a5} , \text{a4} , \text{h3} , \text{h4} , \text{a3} , \text{h6} \right]}\)         ","Seed: 916116; ans1: ""{\""used\"":[[[\""a6\"",\""a5\"",\""a4\"",\""a3\""]],[[\""h5\"",\""h3\"",\""h4\"",\""h6\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 916116; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project B,False,False
id_13686262,Knapp,Sharon,s.knapp@student.example.com,Finished,28 July 2025  3:39 PM,28 July 2025  3:42 PM,2 mins 45 secs,100.0,"   \({\left[ \text{h3} , \text{h2} , \text{a3} , \text{a2} , \text{h5} , \text{h6} , \text{a5} , \text{a6} \right]}\)         ","Seed: 645938; ans1: ""{\""used\"":[[[\""a3\"",\""a2\"",\""a5\"",\""a6\""]],[[\""h3\"",\""h2\"",\""h5\"",\""h6\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 645938; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_29638290,Lee,Heather,h.lee@student.example.com,Finished,28 July 2025  3:58 PM,28 July 2025  4:01 PM,2 mins 54 secs,100.0,"   \({\left[ \text{h1} , \text{a4} , \text{a2} , \text{a1} , \text{a3} , \text{h2} , \text{h4} , \text{h3} \right]}\)         ","Seed: 857962; ans1: ""{\""used\"":[[[\""a2\"",\""a3\"",\""a4\"",\""a1\""]],[[\""h2\"",\""h3\"",\""h4\"",\""h1\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 857962; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project A,True,True
id_40869660,Brown,Micheal,m.brown@student.example.com,Finished,28 July 2025  5:18 PM,28 July 2025  5:25 PM,7 mins 3 secs,100.0,"   \({\left[ \text{a6} , \text{h6} , \text{a5} , \text{a7} , \text{h5} , \text{h2} , \text{h7} , \text{a2} \right]}\)         ","Seed: 725231; ans1: ""{\""used\"":[[[\""a2\"",\""a7\"",\""a5\"",\""a6\""]],[[\""h2\"",\""h7\"",\""h5\"",\""h6\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 725231; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_15267530,Bishop,Trevor,t.bishop@student.example.com,Finished,28 July 2025  5:32 PM,30 July 2025  8:21 AM,1 day 14 hours,100.0,"   \({\left[ \text{h5} , \text{h1} , \text{a5} , \text{a6} , \text{a2} , \text{a1} , \text{h2} , \text{h6} \right]}\)         ","Seed: 974422; ans1: ""{\""used\"":[[[\""a5\"",\""a6\"",\""a2\"",\""a1\""]],[[\""h1\"",\""h5\"",\""h2\"",\""h6\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 974422; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_70550596,Williams,Christopher,c.williams@student.example.com,Finished,28 July 2025  6:01 PM,28 July 2025  6:48 PM,46 mins 46 secs,100.0,"   \({\left[ \text{h2} , \text{h1} , \text{a2} , \text{h7} , \text{a3} , \text{a7} , \text{h3} , \text{a1} \right]}\)         ","Seed: 468277; ans1: ""{\""used\"":[[[\""a2\"",\""a3\"",\""a7\"",\""a1\""]],[[\""h1\"",\""h3\"",\""h7\"",\""h2\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 468277; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project B,False,False
id_92849443,Castillo,Laura,l.castillo@student.example.com,Finished,28 July 2025  8:00 PM,30 July 2025  4:30 PM,1 day 20 hours,100.0,"   \({\left[ \text{h1} , \text{a2} , \text{a7} , \text{h2} , \text{a6} , \text{h6} , \text{h7} , \text{a1} \right]}\)         ","Seed: 194868; ans1: ""{\""used\"":[[[\""a6\"",\""a7\"",\""a1\"",\""a2\""]],[[\""h1\"",\""h2\"",\""h7\"",\""h6\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 194868; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_41514307,Fields,Nancy,n.fields@student.example.com,Finished,28 July 2025  8:21 PM,28 July 2025  8:28 PM,7 mins 40 secs,100.0,"   \({\left[ \text{a2} , \text{h4} , \text{a1} , \text{h1} , \text{h7} , \text{h2} , \text{a4} , \text{a7} \right]}\)         ","Seed: 518811; ans1: ""{\""used\"":[[[\""a1\"",\""a2\"",\""a4\"",\""a7\""]],[[\""h1\"",\""h2\"",\""h4\"",\""h7\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 518811; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project B,False,False
id_12774032,Nicholson,Michael,m.nicholson@student.example.com,Finished,28 July 2025  8:24 PM,28 July 2025  8:38 PM,13 mins 3 secs,100.0,"   \({\left[ \text{h3} , \text{a1} , \text{h7} , \text{h4} , \text{h1} , \text{a3} , \text{a7} , \text{a4} \right]}\)         ","Seed: 631185; ans1: ""{\""used\"":[[[\""a1\"",\""a3\"",\""a4\"",\""a7\""]],[[\""h1\"",\""h3\"",\""h4\"",\""h7\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 631185; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project A,True,True
id_91076585,Adams,Robin,r.adams@student.example.com,Finished,28 July 2025  8:52 PM,28 July 2025  8:53 PM,48 secs,100.0,"   \({\left[ \text{a4} , \text{a3} , \text{h3} , \text{h4} , \text{h7} , \text{a7} , \text{h1} , \text{a1} \right]}\)         ","Seed: 299622; ans1: ""{\""used\"":[[[\""a4\"",\""a3\"",\""a7\"",\""a1\""]],[[\""h3\"",\""h4\"",\""h7\"",\""h1\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 299622; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project B,False,False
id_36764358,Schultz,Angela,a.schultz@student.example.com,Finished,28 July 2025  9:18 PM,28 July 2025  9:22 PM,4 mins 30 secs,100.0,"   \({\left[ \text{a3} , \text{a1} , \text{a5} , \text{h5} , \text{a6} , \text{h6} , \text{h3} , \text{h1} \right]}\)         ","Seed: 153405; ans1: ""{\""used\"":[[[\""a1\"",\""a6\"",\""a3\"",\""a5\""]],[[\""h1\"",\""h5\"",\""h3\"",\""h6\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 153405; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project B,False,False
id_99282681,Brewer,Blake,b.brewer@student.example.com,Finished,28 July 2025  11:13 PM,30 July 2025  5:00 PM,1 day 17 hours,100.0,"   \({\left[ \text{a3} , \text{h3} , \text{a4} , \text{h4} , \text{a6} , \text{a5} , \text{h6} , \text{h5} \right]}\)         ","Seed: 124515; ans1: ""{\""used\"":[[[\""a4\"",\""a3\"",\""a6\"",\""a5\""]],[[\""h4\"",\""h3\"",\""h5\"",\""h6\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 124515; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_87908511,Hart,Brandon,b.hart@student.example.com,Finished,28 July 2025  11:17 PM,29 July 2025  6:04 PM,18 hours 47 mins,100.0,"   \({\left[ \text{a2} , \text{h7} , \text{h2} , \text{a6} , \text{a7} , \text{a1} , \text{h6} , \text{h1} \right]}\)         ","Seed: 442178; ans1: ""{\""used\"":[[[\""a1\"",\""a2\"",\""a7\"",\""a6\""]],[[\""h1\"",\""h2\"",\""h7\"",\""h6\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 442178; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project A,True,True
id_41048310,Roth,Charles,c.roth@student.example.com,Finished,29 July 2025  9:12 AM,29 July 2025  9:14 AM,2 mins,100.0,"   \({\left[ \text{h2} , \text{a3} , \text{a1} , \text{a4} , \text{h1} , \text{h3} , \text{h4} , \text{a2} \right]}\)         ","Seed: 778650; ans1: ""{\""used\"":[[[\""a1\"",\""a2\"",\""a3\"",\""a4\""]],[[\""h1\"",\""h2\"",\""h3\"",\""h4\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 778650; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project B,False,False
id_11291038,Stewart,William,w.stewart@student.example.com,Finished,29 July 2025  9:15 AM,29 July 2025  9:16 AM,55 secs,100.0,"   \({\left[ \text{a3} , \text{h6} , \text{a2} , \text{h5} , \text{h3} , \text{h2} , \text{a6} , \text{a5} \right]}\)         ","Seed: 937046; ans1: ""{\""used\"":[[[\""a2\"",\""a3\"",\""a5\"",\""a6\""]],[[\""h2\"",\""h3\"",\""h5\"",\""h6\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 937046; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project B,False,False
id_20938170,Morris,Alexander,a.morris@student.example.com,Finished,29 July 2025  9:44 AM,30 July 2025  3:35 PM,1 day 5 hours,93.75,"   \({\left[ \text{h2} , \text{h1} , \text{h4} , \text{a7} , \text{a4} , \text{h7} , \text{a2} , \text{a1} \right]}\)         ","Seed: 741575; ans1: ""{\""used\"":[[[\""a4\"",\""h1\"",\""a7\"",\""a2\"",\""a1\""]],[[\""h2\"",\""h7\"",\""h4\""]]],\""available\"":[]}"" [score]; prt1: # = 0.875 | prt1-1-T | prt1-5-F | prt1-6-T","Seed: 741575; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project A,True,True
