Username,Last name,First name,Email address,Status,Started,Completed,Duration,Grade/100.00,Question 1,Response 1,Right answer 1,Question 2,Response 2,Right answer 2,Question 3,Response 3,Right answer 3,Question 4,Response 4,Right answer 4
id_92849443,Castillo,Laura,l.castillo@student.example.com,Finished,10/08/2025 21:55,13/08/2025 17:00,2 days 19 hours,55,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2   ; Option 3,Option 1   ; Option 2,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Option 6      ; [[Drop zone 1]] -> {Option 6},{Drop zone 1 -> Option 6},{Drop zone 1 -> Option 6},Option 8; [[Drop zone 1]] -> {Option 8},-,{Drop zone 1 -> Option 8}
id_39806616,Smith,Dana,d.smith@student.example.com,Finished,11/08/2025 0:54,11/08/2025 1:08,13 mins 9 secs,67.5,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 3   ; [[Drop zone 1]] -> {Option 3},{Drop zone 1 -> Option 3},{Drop zone 1 -> Option 3},Option 15; [[Drop zone 1]] -> {Option 15},-,{Drop zone 1 -> Option 15}
id_56966959,Sanders,John,j.sanders@student.example.com,Finished,11/08/2025 1:59,11/08/2025 2:02,3 mins 17 secs,80,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2   ; Option 3,Option 1   ; Option 2,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Option 8; [[Drop zone 1]] -> {Option 8},{Drop zone 1 -> Option 8},{Drop zone 1 -> Option 8},Option 3   ; [[Drop zone 1]] -> {Option 3},{Drop zone 1 -> Option 3},{Drop zone 1 -> Option 3}
id_60032499,Blackburn,Walter,w.blackburn@student.example.com,Finished,11/08/2025 10:05,11/08/2025 10:22,17 mins 19 secs,100,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 1   ; Option 2,Option 8; [[Drop zone 1]] -> {Option 8},{Drop zone 1 -> Option 8},{Drop zone 1 -> Option 8},Option 7      ; [[Drop zone 1]] -> {Option 7},{Drop zone 1 -> Option 7},{Drop zone 1 -> Option 7}
id_11291038,Stewart,William,w.stewart@student.example.com,Finished,11/08/2025 10:44,13/08/2025 16:31,2 days 5 hours,46.67,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2   ; Option 3,Option 1   ; Option 2,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 2   ; [[Drop zone 1]] -> {Option 2}; [[Drop zone 2]] -> {Option 2}; [[Drop zone 3]] -> {Option 2},"{Drop zone 1 -> Option 2}, {Drop zone 3 -> Option 2}","{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}",Option 12   ; [[Drop zone 1]] -> {Option 12},{Drop zone 1 -> Option 12},{Drop zone 1 -> Option 12}
id_17922675,Foster,Daniel,d.foster@student.example.com,Finished,11/08/2025 12:25,11/08/2025 12:39,13 mins 33 secs,100,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 1   ; Option 2,Option 8; [[Drop zone 1]] -> {Option 8},{Drop zone 1 -> Option 8},{Drop zone 1 -> Option 8},Option 13   ; [[Drop zone 1]] -> {Option 13},{Drop zone 1 -> Option 13},{Drop zone 1 -> Option 13}
id_70550596,Williams,Christopher,c.williams@student.example.com,Finished,11/08/2025 13:38,11/08/2025 13:42,4 mins 9 secs,55,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2   ; Option 3,Option 1   ; Option 2,Option 6      ; [[Drop zone 1]] -> {Option 6},-,{Drop zone 1 -> Option 6},Option 15; [[Drop zone 1]] -> {Option 15},{Drop zone 1 -> Option 15},{Drop zone 1 -> Option 15}
id_31477701,Morrison,Jordan,j.morrison@student.example.com,Finished,11/08/2025 14:39,13/08/2025 16:44,2 days 2 hours,87.5,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2,Option 1   ; Option 2,Option 5      ; [[Drop zone 1]] -> {Option 5},{Drop zone 1 -> Option 5},{Drop zone 1 -> Option 5},Option 10; [[Drop zone 1]] -> {Option 10},{Drop zone 1 -> Option 10},{Drop zone 1 -> Option 10}
id_40739258,Galloway,Mallory,m.galloway@student.example.com,Finished,11/08/2025 14:59,11/08/2025 15:04,5 mins 24 secs,92.5,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Option 2   ; [[Drop zone 1]] -> {Option 2}; [[Drop zone 2]] -> {Option 2}; [[Drop zone 3]] -> {Option 2},"{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}","{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}",Option 6      ; [[Drop zone 1]] -> {Option 6},{Drop zone 1 -> Option 6},{Drop zone 1 -> Option 6}
id_31003222,Rodriguez,Ashley,a.rodriguez@student.example.com,Finished,11/08/2025 15:22,11/08/2025 15:25,3 mins 16 secs,60,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 2   ; [[Drop zone 1]] -> {Option 2}; [[Drop zone 2]] -> {Option 2}; [[Drop zone 3]] -> {Option 2},"{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}","{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}",Option 1   ; [[Drop zone 1]] -> {Option 1},-,{Drop zone 1 -> Option 1}
id_99473565,Williams,Monica,m.williams@student.example.com,Finished,11/08/2025 16:08,11/08/2025 16:14,6 mins 41 secs,92.5,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4   ; Option 5,Option 3   ; Option 4,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 12   ; [[Drop zone 1]] -> {Option 12},{Drop zone 1 -> Option 12},{Drop zone 1 -> Option 12},Option 5      ; [[Drop zone 1]] -> {Option 5},{Drop zone 1 -> Option 5},{Drop zone 1 -> Option 5}
id_87908511,Hart,Brandon,b.hart@student.example.com,Finished,11/08/2025 16:43,11/08/2025 17:24,40 mins 17 secs,68.33,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4   ; Option 5,Option 3   ; Option 4,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 1   ; [[Drop zone 1]] -> {Option 1},{Drop zone 1 -> Option 1},{Drop zone 1 -> Option 1},Option 2   ; [[Drop zone 1]] -> {Option 2}; [[Drop zone 2]] -> {Option 2}; [[Drop zone 3]] -> {Option 2},"{Drop zone 1 -> Option 2}, {Drop zone 3 -> Option 2}","{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}"
id_67127448,Thompson,Anne,a.thompson@student.example.com,Finished,11/08/2025 18:16,11/08/2025 18:24,8 mins 16 secs,87.5,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2,Option 1   ; Option 2,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 7      ; [[Drop zone 1]] -> {Option 7},{Drop zone 1 -> Option 7},{Drop zone 1 -> Option 7},Option 10; [[Drop zone 1]] -> {Option 10},{Drop zone 1 -> Option 10},{Drop zone 1 -> Option 10}
id_57009638,Ramos,Shaun,s.ramos@student.example.com,Finished,11/08/2025 18:56,11/08/2025 19:48,51 mins 40 secs,91.67,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 6      ; [[Drop zone 1]] -> {Option 6},{Drop zone 1 -> Option 6},{Drop zone 1 -> Option 6},Option 5      ; [[Drop zone 1]] -> {Option 5},{Drop zone 1 -> Option 5},{Drop zone 1 -> Option 5}
id_96521747,Allen,Megan,m.allen@student.example.com,Finished,11/08/2025 18:58,11/08/2025 19:03,4 mins 27 secs,67.5,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Option 1   ; [[Drop zone 1]] -> {Option 1},-,{Drop zone 1 -> Option 1},Option 4      ; [[Drop zone 1]] -> {Option 4},{Drop zone 1 -> Option 4},{Drop zone 1 -> Option 4}
id_83240469,Blanchard,Jane,j.blanchard@student.example.com,Finished,11/08/2025 19:25,11/08/2025 19:28,2 mins 55 secs,85,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 8; [[Drop zone 1]] -> {Option 8},{Drop zone 1 -> Option 8},{Drop zone 1 -> Option 8},Option 15; [[Drop zone 1]] -> {Option 15},{Drop zone 1 -> Option 15},{Drop zone 1 -> Option 15}
id_15267530,Bishop,Trevor,t.bishop@student.example.com,Finished,11/08/2025 19:59,11/08/2025 20:01,1 min 51 secs,71.67,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2   ; Option 3,Option 1   ; Option 2,Option 3   ; [[Drop zone 1]] -> {Option 3},{Drop zone 1 -> Option 3},{Drop zone 1 -> Option 3},Option 11; [[Drop zone 1]] -> {Option 11},{Drop zone 1 -> Option 11},{Drop zone 1 -> Option 11}
id_70725250,Willis,Zachary,z.willis@student.example.com,Finished,11/08/2025 20:41,12/08/2025 14:50,18 hours 8 mins,87.5,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2,Option 1   ; Option 2,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 14      ; [[Drop zone 1]] -> {Option 14}; [[Drop zone 2]] -> {Option 14},"{Drop zone 1 -> Option 14}, {Drop zone 2 -> Option 14}","{Drop zone 1 -> Option 14}, {Drop zone 2 -> Option 14}",Option 12   ; [[Drop zone 1]] -> {Option 12},{Drop zone 1 -> Option 12},{Drop zone 1 -> Option 12}
id_22916746,Nielsen,Marcus,m.nielsen@student.example.com,Finished,12/08/2025 0:03,12/08/2025 0:56,52 mins 26 secs,100,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 1   ; Option 2,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 9; [[Drop zone 1]] -> {Option 9},{Drop zone 1 -> Option 9},{Drop zone 1 -> Option 9},Option 15; [[Drop zone 1]] -> {Option 15},{Drop zone 1 -> Option 15},{Drop zone 1 -> Option 15}
id_91076585,Adams,Robin,r.adams@student.example.com,Finished,12/08/2025 7:51,12/08/2025 8:31,40 mins 1 sec,91.67,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 14      ; [[Drop zone 1]] -> {Option 14}; [[Drop zone 2]] -> {Option 14},"{Drop zone 1 -> Option 14}, {Drop zone 2 -> Option 14}","{Drop zone 1 -> Option 14}, {Drop zone 2 -> Option 14}",Option 9; [[Drop zone 1]] -> {Option 9},{Drop zone 1 -> Option 9},{Drop zone 1 -> Option 9}
id_22679892,Parsons,James,j.parsons@student.example.com,Finished,12/08/2025 10:21,12/08/2025 10:37,15 mins 53 secs,79.17,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1,Option 1   ; Option 2,Option 9; [[Drop zone 1]] -> {Option 9},{Drop zone 1 -> Option 9},{Drop zone 1 -> Option 9},Option 14      ; [[Drop zone 1]] -> {Option 14}; [[Drop zone 2]] -> {Option 14},"{Drop zone 1 -> Option 14}, {Drop zone 2 -> Option 14}","{Drop zone 1 -> Option 14}, {Drop zone 2 -> Option 14}"
id_33456721,Price,Diana,d.price@student.example.com,Finished,12/08/2025 10:58,12/08/2025 14:28,3 hours 29 mins,85,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4   ; Option 5,Option 3   ; Option 4,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 7      ; [[Drop zone 1]] -> {Option 7},{Drop zone 1 -> Option 7},{Drop zone 1 -> Option 7},Option 15; [[Drop zone 1]] -> {Option 15},{Drop zone 1 -> Option 15},{Drop zone 1 -> Option 15}
id_51928739,Richardson,Richard,r.richardson@student.example.com,Finished,12/08/2025 11:21,12/08/2025 11:27,6 mins 1 sec,67.5,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 8; [[Drop zone 1]] -> {Option 8},{Drop zone 1 -> Option 8},{Drop zone 1 -> Option 8},Option 7      ; [[Drop zone 1]] -> {Option 7},-,{Drop zone 1 -> Option 7}
id_41048310,Roth,Charles,c.roth@student.example.com,Finished,12/08/2025 11:29,12/08/2025 11:34,5 mins 35 secs,62.5,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 6,Option 3   ; Option 4,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2,Option 1   ; Option 2,Option 15; [[Drop zone 1]] -> {Option 15},{Drop zone 1 -> Option 15},{Drop zone 1 -> Option 15},Option 1   ; [[Drop zone 1]] -> {Option 1},{Drop zone 1 -> Option 1},{Drop zone 1 -> Option 1}
id_36189854,Johnson,Kevin,k.johnson@student.example.com,Finished,12/08/2025 11:51,12/08/2025 13:41,1 hour 50 mins,80,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2   ; Option 3,Option 1   ; Option 2,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Option 4      ; [[Drop zone 1]] -> {Option 4},{Drop zone 1 -> Option 4},{Drop zone 1 -> Option 4},Option 6      ; [[Drop zone 1]] -> {Option 6},{Drop zone 1 -> Option 6},{Drop zone 1 -> Option 6}
id_88215426,Parker,Brian,b.parker@student.example.com,Finished,12/08/2025 12:02,12/08/2025 12:17,14 mins 41 secs,100,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 1   ; Option 2,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 13   ; [[Drop zone 1]] -> {Option 13},{Drop zone 1 -> Option 13},{Drop zone 1 -> Option 13},Option 4      ; [[Drop zone 1]] -> {Option 4},{Drop zone 1 -> Option 4},{Drop zone 1 -> Option 4}
id_68343740,Park,Thomas,t.park@student.example.com,Finished,12/08/2025 12:22,13/08/2025 17:00,1 day 4 hours,0,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,-,Option 3   ; Option 4,Question text 1   : Option 1   ; Option 2   ; Option 3,-,Option 1   ; Option 2,Option 1   ; [[Drop zone 1]] -> {Option 1},-,{Drop zone 1 -> Option 1},Option 15; [[Drop zone 1]] -> {Option 15},-,{Drop zone 1 -> Option 15}
id_29638290,Lee,Heather,h.lee@student.example.com,Finished,12/08/2025 13:55,13/08/2025 17:00,1 day 3 hours,83.33,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 1   ; Option 2,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Option 2   ; [[Drop zone 1]] -> {Option 2}; [[Drop zone 2]] -> {Option 2}; [[Drop zone 3]] -> {Option 2},{Drop zone 1 -> Option 2},"{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}",Option 9; [[Drop zone 1]] -> {Option 9},{Drop zone 1 -> Option 9},{Drop zone 1 -> Option 9}
id_27881126,Coleman,Olivia,o.coleman@student.example.com,Finished,12/08/2025 14:53,12/08/2025 15:00,7 mins 27 secs,92.5,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 14      ; [[Drop zone 1]] -> {Option 14}; [[Drop zone 2]] -> {Option 14},"{Drop zone 1 -> Option 14}, {Drop zone 2 -> Option 14}","{Drop zone 1 -> Option 14}, {Drop zone 2 -> Option 14}",Option 11; [[Drop zone 1]] -> {Option 11},{Drop zone 1 -> Option 11},{Drop zone 1 -> Option 11}
id_38803723,Harris,Todd,t.harris@student.example.com,Finished,12/08/2025 15:14,12/08/2025 15:23,8 mins 59 secs,75,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2,Option 1   ; Option 2,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 4,Option 3   ; Option 4,Option 1   ; [[Drop zone 1]] -> {Option 1},{Drop zone 1 -> Option 1},{Drop zone 1 -> Option 1},Option 4      ; [[Drop zone 1]] -> {Option 4},{Drop zone 1 -> Option 4},{Drop zone 1 -> Option 4}
id_67121924,Gardner,Jeremy,j.gardner@student.example.com,Finished,12/08/2025 16:19,12/08/2025 16:22,3 mins 9 secs,50,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 1   ; Option 2,Option 5      ; [[Drop zone 1]] -> {Option 5},-,{Drop zone 1 -> Option 5},Option 4      ; [[Drop zone 1]] -> {Option 4},-,{Drop zone 1 -> Option 4}
id_96284148,Turner,Doris,d.turner@student.example.com,Finished,12/08/2025 17:24,12/08/2025 17:27,3 mins,100,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Option 4      ; [[Drop zone 1]] -> {Option 4},{Drop zone 1 -> Option 4},{Drop zone 1 -> Option 4},Option 10; [[Drop zone 1]] -> {Option 10},{Drop zone 1 -> Option 10},{Drop zone 1 -> Option 10}
id_79975161,Anderson,John,j.anderson@student.example.com,Finished,12/08/2025 20:50,12/08/2025 20:56,6 mins 33 secs,75,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 1   ; Option 2,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Option 13   ; [[Drop zone 1]] -> {Option 13},-,{Drop zone 1 -> Option 13},Option 11; [[Drop zone 1]] -> {Option 11},{Drop zone 1 -> Option 11},{Drop zone 1 -> Option 11}
id_36764358,Schultz,Angela,a.schultz@student.example.com,Finished,12/08/2025 21:54,12/08/2025 21:56,2 mins 2 secs,66.67,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 5      ; [[Drop zone 1]] -> {Option 5},{Drop zone 1 -> Option 5},{Drop zone 1 -> Option 5},Option 14      ; [[Drop zone 1]] -> {Option 14}; [[Drop zone 2]] -> {Option 14},-,"{Drop zone 1 -> Option 14}, {Drop zone 2 -> Option 14}"
id_75052902,Garza,Maria,m.garza@student.example.com,Finished,13/08/2025 1:45,13/08/2025 2:05,19 mins 42 secs,100,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Option 14      ; [[Drop zone 1]] -> {Option 14}; [[Drop zone 2]] -> {Option 14},"{Drop zone 1 -> Option 14}, {Drop zone 2 -> Option 14}","{Drop zone 1 -> Option 14}, {Drop zone 2 -> Option 14}",Option 9; [[Drop zone 1]] -> {Option 9},{Drop zone 1 -> Option 9},{Drop zone 1 -> Option 9}
id_86172822,Torres,Michael,m.torres@student.example.com,Finished,13/08/2025 2:48,13/08/2025 3:12,24 mins 11 secs,92.5,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 1   ; [[Drop zone 1]] -> {Option 1},{Drop zone 1 -> Option 1},{Drop zone 1 -> Option 1},Option 4      ; [[Drop zone 1]] -> {Option 4},{Drop zone 1 -> Option 4},{Drop zone 1 -> Option 4}
id_73505798,Baker,Leslie,l.baker@student.example.com,Finished,13/08/2025 10:13,13/08/2025 10:16,3 mins 6 secs,67.5,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 6,Option 3   ; Option 4,Option 9; [[Drop zone 1]] -> {Option 9},{Drop zone 1 -> Option 9},{Drop zone 1 -> Option 9},Option 10; [[Drop zone 1]] -> {Option 10},{Drop zone 1 -> Option 10},{Drop zone 1 -> Option 10}
id_56737561,Adkins,Carla,c.adkins@student.example.com,Finished,13/08/2025 10:18,13/08/2025 10:21,2 mins 57 secs,85,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4   ; Option 5,Option 3   ; Option 4,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 9; [[Drop zone 1]] -> {Option 9},{Drop zone 1 -> Option 9},{Drop zone 1 -> Option 9},Option 12   ; [[Drop zone 1]] -> {Option 12},{Drop zone 1 -> Option 12},{Drop zone 1 -> Option 12}
id_25785041,Mcknight,Jonathan,j.mcknight@student.example.com,Finished,13/08/2025 10:52,13/08/2025 11:04,12 mins 40 secs,100,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 7      ; [[Drop zone 1]] -> {Option 7},{Drop zone 1 -> Option 7},{Drop zone 1 -> Option 7},Option 14      ; [[Drop zone 1]] -> {Option 14}; [[Drop zone 2]] -> {Option 14},"{Drop zone 1 -> Option 14}, {Drop zone 2 -> Option 14}","{Drop zone 1 -> Option 14}, {Drop zone 2 -> Option 14}"
id_87923109,Castaneda,Lauren,l.castaneda@student.example.com,Finished,13/08/2025 10:54,13/08/2025 10:56,2 mins 17 secs,76.67,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 5,Option 3   ; Option 4   ; Option 7,Option 15; [[Drop zone 1]] -> {Option 15},{Drop zone 1 -> Option 15},{Drop zone 1 -> Option 15},Option 1   ; [[Drop zone 1]] -> {Option 1},{Drop zone 1 -> Option 1},{Drop zone 1 -> Option 1}
id_65441675,Williams,John,j.williams@student.example.com,Finished,13/08/2025 10:58,13/08/2025 11:03,4 mins 47 secs,77.5,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 7      ; [[Drop zone 1]] -> {Option 7},{Drop zone 1 -> Option 7},{Drop zone 1 -> Option 7},Option 9; [[Drop zone 1]] -> {Option 9},{Drop zone 1 -> Option 9},{Drop zone 1 -> Option 9}
id_57237585,Mccullough,Mark,m.mccullough@student.example.com,Finished,13/08/2025 11:30,13/08/2025 11:46,15 mins 42 secs,85,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4   ; Option 5,Option 3   ; Option 4,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 9; [[Drop zone 1]] -> {Option 9},{Drop zone 1 -> Option 9},{Drop zone 1 -> Option 9},Option 3   ; [[Drop zone 1]] -> {Option 3},{Drop zone 1 -> Option 3},{Drop zone 1 -> Option 3}
id_19967695,Jones,Crystal,c.jones@student.example.com,Finished,13/08/2025 11:38,13/08/2025 11:43,4 mins 58 secs,92.5,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 10; [[Drop zone 1]] -> {Option 10},{Drop zone 1 -> Option 10},{Drop zone 1 -> Option 10},Option 12   ; [[Drop zone 1]] -> {Option 12},{Drop zone 1 -> Option 12},{Drop zone 1 -> Option 12}
id_91392178,Nicholson,Elizabeth,e.nicholson@student.example.com,Finished,13/08/2025 11:50,13/08/2025 12:33,42 mins 32 secs,80,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2   ; Option 3,Option 1   ; Option 2,Option 10; [[Drop zone 1]] -> {Option 10},{Drop zone 1 -> Option 10},{Drop zone 1 -> Option 10},Option 11; [[Drop zone 1]] -> {Option 11},{Drop zone 1 -> Option 11},{Drop zone 1 -> Option 11}
