Username,Last name,First name,Email address,Status,Started,Completed,Duration,Grade/100.00,Question 1,Response 1,Right answer 1
id_40739258,Galloway,Mallory,m.galloway@student.example.com,Finished,6 July 2025  4:17 PM,6 July 2025  4:28 PM,11 mins 16 secs,50.0,"Variable 1: \({13,836}\)     Variable 2: \({1,730}\)    Questions: \({7}\) and \({11}\)   ",Seed: 687458; ans1: 1211 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 14 [score]; ans5: 4 [score]; ans6: 2 [score]; prt1: # = 0 | prt1-1-F | prt1-2-F; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 687458; ans1: 606 [score]; ans2: 2 [score]; ans3: 31 [score]; ans4: 14 [score]; ans5: 4 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_31477701,Morrison,Jordan,j.morrison@student.example.com,Finished,6 July 2025  4:23 PM,9 July 2025  5:00 PM,3 days,66.67,"Variable 1: \({18,066}\)     Variable 2: \({2,177}\)    Questions: \({2}\) and \({8}\)   ",Seed: 770086; ans1: 216792 [score]; ans2: 1 [score]; ans3: 8 [score]; ans4: 30 [score]; ans5: 3 [score]; ans6: 25 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 770086; ans1: 216792 [score]; ans2: 1 [score]; ans3: 3 [score]; ans4: 29 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_62210219,Walters,Kathleen,k.walters@student.example.com,Finished,6 July 2025  5:06 PM,9 July 2025  8:13 AM,2 days 15 hours,83.33,"Variable 1: \({14,278}\)     Variable 2: \({3,038}\)    Questions: \({1}\) and \({4}\)   ",Seed: 746080; ans1: 6076 [score]; ans2: 1 [score]; ans3: 2 [score]; ans4: 286 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 746080; ans1: 6076 [score]; ans2: 1 [score]; ans3: 3 [score]; ans4: 286 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_29558029,Hartman,Melissa,m.hartman@student.example.com,Finished,6 July 2025  6:59 PM,8 July 2025  8:54 PM,2 days 1 hour,100.0,"Variable 1: \({17,447}\)     Variable 2: \({3,008}\)    Questions: \({8}\) and \({2}\)   ",Seed: 821871; ans1: 21 [score]; ans2: 3 [score]; ans3: 24 [score]; ans4: 209364 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 821871; ans1: 20 [score]; ans2: 3 [score]; ans3: 24 [score]; ans4: 209364 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_33973990,Whitney,Patricia,p.whitney@student.example.com,Finished,6 July 2025  7:52 PM,7 July 2025  3:10 PM,19 hours 17 mins,100.0,"Variable 1: \({9,438}\)     Variable 2: \({953}\)    Questions: \({8}\) and \({3}\)   ",Seed: 945656; ans1: 35 [score]; ans2: 3 [score]; ans3: 24 [score]; ans4: 38 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 945656; ans1: 35 [score]; ans2: 3 [score]; ans3: 24 [score]; ans4: 38 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_51928739,Richardson,Richard,r.richardson@student.example.com,Finished,6 July 2025  8:56 PM,6 July 2025  9:11 PM,14 mins 53 secs,100.0,"Variable 1: \({9,011}\)     Variable 2: \({1,502}\)    Questions: \({3}\) and \({7}\)   ",Seed: 651569; ans1: 37 [score]; ans2: 1 [score]; ans3: 8 [score]; ans4: 526 [score]; ans5: 2 [score]; ans6: 31 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 651569; ans1: 36 [score]; ans2: 1 [score]; ans3: 8 [score]; ans4: 526 [score]; ans5: 2 [score]; ans6: 31 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_47915105,Moore,Michelle,m.moore@student.example.com,Finished,6 July 2025  8:58 PM,8 July 2025  2:39 PM,1 day 17 hours,100.0,"Variable 1: \({9,682}\)     Variable 2: \({1,587}\)    Questions: \({1}\) and \({8}\)   ",Seed: 731939; ans1: 2 [score]; ans2: 1 [score]; ans3: 3 [score]; ans4: 22 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-F | prt1-2-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 731939; ans1: 3174 [score]; ans2: 1 [score]; ans3: 3 [score]; ans4: 21 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_95111967,Barber,Keith,k.barber@student.example.com,Finished,6 July 2025  9:55 PM,6 July 2025  10:08 PM,13 mins 19 secs,50.0,"Variable 1: \({12,065}\)     Variable 2: \({1,311}\)    Questions: \({7}\) and \({5}\)   ",Seed: 762639; ans1: 918 [score]; ans2: 2 [score]; ans3: 18 [score]; ans4: 20 [score]; ans5: 1 [score]; ans6: 26 [score]; prt1: # = 0 | prt1-1-F | prt1-2-F; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 0 | prt4-1-F | prt4-2-F; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 762639; ans1: 459 [score]; ans2: 2 [score]; ans3: 31 [score]; ans4: 603 [score]; ans5: 1 [score]; ans6: 26 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_60032499,Blackburn,Walter,w.blackburn@student.example.com,Finished,6 July 2025  9:55 PM,6 July 2025  10:02 PM,7 mins 6 secs,100.0,"Variable 1: \({11,065}\)     Variable 2: \({1,165}\)    Questions: \({11}\) and \({4}\)   ",Seed: 901303; ans1: 11 [score]; ans2: 4 [score]; ans3: 3 [score]; ans4: 222 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 901303; ans1: 11 [score]; ans2: 4 [score]; ans3: 3 [score]; ans4: 221 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_75052902,Garza,Maria,m.garza@student.example.com,Finished,6 July 2025  10:11 PM,6 July 2025  10:40 PM,28 mins 49 secs,83.33,"Variable 1: \({9,434}\)     Variable 2: \({973}\)    Questions: \({2}\) and \({1}\)   ",Seed: 664196; ans1: 113208 [score]; ans2: 1 [score]; ans3: 3 [score]; ans4: 1946 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 664196; ans1: 113208 [score]; ans2: 1 [score]; ans3: 3 [score]; ans4: 1946 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_57009638,Ramos,Shaun,s.ramos@student.example.com,Finished,6 July 2025  10:14 PM,6 July 2025  10:43 PM,28 mins 53 secs,83.33,"Variable 1: \({8,923}\)     Variable 2: \({2,176}\)    Questions: \({8}\) and \({9}\)   ",Seed: 717821; ans1: 14 [score]; ans2: 3 [score]; ans3: 24 [score]; ans4: 26769 [score]; ans5: 3 [score]; ans6: 28 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 0 | prt4-1-F | prt4-2-F; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 717821; ans1: 14 [score]; ans2: 3 [score]; ans3: 24 [score]; ans4: 8923 [score]; ans5: 3 [score]; ans6: 28 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_86406712,Miller,Heather,h.miller@student.example.com,Finished,6 July 2025  10:16 PM,6 July 2025  10:24 PM,7 mins 37 secs,100.0,"Variable 1: \({13,413}\)     Variable 2: \({2,395}\)    Questions: \({6}\) and \({4}\)   ",Seed: 544987; ans1: 12072 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 269 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 544987; ans1: 12072 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 268 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_86740567,Flores,Kellie,k.flores@student.example.com,Finished,7 July 2025  12:21 AM,7 July 2025  12:37 AM,15 mins 25 secs,100.0,"Variable 1: \({10,015}\)     Variable 2: \({1,473}\)    Questions: \({6}\) and \({7}\)   ",Seed: 375375; ans1: 9014 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 516 [score]; ans5: 2 [score]; ans6: 31 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 375375; ans1: 9014 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 516 [score]; ans5: 2 [score]; ans6: 31 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_53408110,Gallegos,Jacqueline,j.gallegos@student.example.com,Finished,7 July 2025  12:48 AM,9 July 2025  2:08 PM,2 days 13 hours,83.33,"Variable 1: \({10,821}\)     Variable 2: \({2,254}\)    Questions: \({8}\) and \({7}\)   ",Seed: 385064; ans1: 37874 [score]; ans2: 3 [score]; ans3: 24 [score]; ans4: 789 [score]; ans5: 2 [score]; ans6: 31 [score]; prt1: # = 0 | prt1-1-F | prt1-2-F; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 385064; ans1: 17 [score]; ans2: 3 [score]; ans3: 24 [score]; ans4: 789 [score]; ans5: 2 [score]; ans6: 31 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_41048310,Roth,Charles,c.roth@student.example.com,Finished,7 July 2025  11:10 AM,7 July 2025  11:25 AM,15 mins 18 secs,100.0,"Variable 1: \({6,270}\)     Variable 2: \({950}\)    Questions: \({8}\) and \({3}\)   ",Seed: 466839; ans1: 23 [score]; ans2: 3 [score]; ans3: 24 [score]; ans4: 25 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 466839; ans1: 23 [score]; ans2: 3 [score]; ans3: 24 [score]; ans4: 25 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_29232207,Hernandez,Larry,l.hernandez@student.example.com,Finished,7 July 2025  11:11 AM,7 July 2025  11:18 AM,7 mins,100.0,"Variable 1: \({9,794}\)     Variable 2: \({1,088}\)    Questions: \({6}\) and \({4}\)   ",Seed: 854800; ans1: 8815 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 490 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-F | prt4-2-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 854800; ans1: 8815 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 196 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_45998777,Barnett,Melvin,m.barnett@student.example.com,Finished,7 July 2025  11:22 AM,7 July 2025  11:26 AM,4 mins 3 secs,50.0,"Variable 1: \({19,113}\)     Variable 2: \({2,100}\)    Questions: \({7}\) and \({1}\)   ",Seed: 181998; ans1: 1890 [score]; ans2: 2 [score]; ans3: 1 [score]; ans4: 2 [score]; ans5: 1 [score]; ans6: 10 [score]; prt1: # = 0 | prt1-1-F | prt1-2-F; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-F | prt4-2-T; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 181998; ans1: 735 [score]; ans2: 2 [score]; ans3: 31 [score]; ans4: 4200 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_56018539,Johnson,David,d.johnson@student.example.com,Finished,7 July 2025  11:48 AM,7 July 2025  12:25 PM,37 mins 30 secs,66.67,"Variable 1: \({13,396}\)     Variable 2: \({1,367}\)    Questions: \({10}\) and \({8}\)   ",Seed: 161214; ans1: 13396 [score]; ans2: 4 [score]; ans3: 2 [score]; ans4: 35 [score]; ans5: 3 [score]; ans6: 7 [score]; prt1: # = 0 | prt1-1-F | prt1-2-F; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 161214; ans1: 10717 [score]; ans2: 4 [score]; ans3: 2 [score]; ans4: 34 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_83845735,Smith,Tracy,t.smith@student.example.com,Finished,7 July 2025  12:01 PM,7 July 2025  12:07 PM,5 mins 31 secs,50.0,"Variable 1: \({17,310}\)     Variable 2: \({2,748}\)    Questions: \({6}\) and \({5}\)   ",Seed: 544537; ans1: 500 [score]; ans2: 2 [score]; ans3: 19 [score]; ans4: 866 [score]; ans5: 1 [score]; ans6: 22 [score]; prt1: # = 0 | prt1-1-F | prt1-2-F; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 544537; ans1: 15579 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 866 [score]; ans5: 1 [score]; ans6: 26 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_70725250,Willis,Zachary,z.willis@student.example.com,Finished,7 July 2025  12:51 PM,7 July 2025  3:36 PM,2 hours 44 mins,100.0,"Variable 1: \({19,488}\)     Variable 2: \({3,480}\)    Questions: \({8}\) and \({2}\)   ",Seed: 156864; ans1: 20 [score]; ans2: 3 [score]; ans3: 24 [score]; ans4: 233856 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 156864; ans1: 20 [score]; ans2: 3 [score]; ans3: 24 [score]; ans4: 233856 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_85432856,Whitehead,Alexander,a.whitehead@student.example.com,Finished,7 July 2025  1:09 PM,7 July 2025  1:21 PM,12 mins 12 secs,50.0,"Variable 1: \({18,977}\)     Variable 2: \({2,875}\)    Questions: \({7}\) and \({2}\)   ",Seed: 495952; ans1: 2013 [score]; ans2: 2 [score]; ans3: 2 [score]; ans4: 227724 [score]; ans5: 1 [score]; ans6: 30 [score]; prt1: # = 0 | prt1-1-F | prt1-2-F; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 495952; ans1: 1006 [score]; ans2: 2 [score]; ans3: 31 [score]; ans4: 227724 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_88215426,Parker,Brian,b.parker@student.example.com,Finished,7 July 2025  3:03 PM,7 July 2025  3:17 PM,14 mins 1 sec,100.0,"Variable 1: \({8,991}\)     Variable 2: \({2,141}\)    Questions: \({6}\) and \({10}\)   ",Seed: 122180; ans1: 8092 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 7193 [score]; ans5: 4 [score]; ans6: 2 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 122180; ans1: 8092 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 7193 [score]; ans5: 4 [score]; ans6: 2 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_22624592,Smith,Jon,j.smith@student.example.com,Finished,7 July 2025  3:09 PM,7 July 2025  3:20 PM,11 mins 6 secs,50.0,"Variable 1: \({9,933}\)     Variable 2: \({1,656}\)    Questions: \({3}\) and \({11}\)   ",Seed: 666575; ans1: 40 [score]; ans2: 1 [score]; ans3: 19 [score]; ans4: 2 [score]; ans5: 4 [score]; ans6: 10 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 0 | prt4-1-F | prt4-2-F; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 666575; ans1: 40 [score]; ans2: 1 [score]; ans3: 8 [score]; ans4: 10 [score]; ans5: 4 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_31654484,Simpson,Jessica,j.simpson@student.example.com,Finished,7 July 2025  5:08 PM,7 July 2025  5:17 PM,8 mins 39 secs,50.0,"Variable 1: \({11,919}\)     Variable 2: \({1,589}\)    Questions: \({10}\) and \({3}\)   ",Seed: 31517; ans1: 11919 [score]; ans2: 4 [score]; ans3: 33 [score]; ans4: 48 [score]; ans5: 1 [score]; ans6: 10 [score]; prt1: # = 0 | prt1-1-F | prt1-2-F; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 31517; ans1: 9535 [score]; ans2: 4 [score]; ans3: 2 [score]; ans4: 48 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_15267530,Bishop,Trevor,t.bishop@student.example.com,Finished,7 July 2025  5:13 PM,7 July 2025  5:23 PM,9 mins 28 secs,50.0,"Variable 1: \({19,020}\)     Variable 2: \({2,264}\)    Questions: \({8}\) and \({9}\)   ",Seed: 474284; ans1: 34 [score]; ans2: 3 [score]; ans3: 25 [score]; ans4: 19020 [score]; ans5: 3 [score]; ans6: 29 [score]; prt1: # = 0 | prt1-1-F | prt1-2-F; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 474284; ans1: 29 [score]; ans2: 3 [score]; ans3: 24 [score]; ans4: 19020 [score]; ans5: 3 [score]; ans6: 28 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_33456721,Price,Diana,d.price@student.example.com,Finished,7 July 2025  6:58 PM,7 July 2025  7:08 PM,10 mins 32 secs,100.0,"Variable 1: \({18,051}\)     Variable 2: \({2,051}\)    Questions: \({5}\) and \({1}\)   ",Seed: 823654; ans1: 903 [score]; ans2: 1 [score]; ans3: 26 [score]; ans4: 4102 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 823654; ans1: 903 [score]; ans2: 1 [score]; ans3: 26 [score]; ans4: 4102 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_96521747,Allen,Megan,m.allen@student.example.com,Finished,7 July 2025  8:01 PM,7 July 2025  8:09 PM,7 mins 58 secs,50.0,"Variable 1: \({9,971}\)     Variable 2: \({1,039}\)    Questions: \({6}\) and \({2}\)   ",Seed: 34293; ans1: 20 [score]; ans2: 2 [score]; ans3: 27 [score]; ans4: 119652 [score]; ans5: 1 [score]; ans6: 37 [score]; prt1: # = 0 | prt1-1-F | prt1-2-F; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 34293; ans1: 8974 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 119652 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
